OverallQual,YearBuilt,GarageArea,SalePrice
5,1959,286,11.80335376
6,1920,308,11.681824
7,2005,782,12.26857785
4,1956,288,11.62625415
5,1947,0,11.6784399
7,1992,392,12.00701176
4,1955,672,11.65268741
7,2007,660,12.06681058
7,2004,630,12.46458334
7,2004,434,12.27839331
5,1980,672,11.8493977
4,1928,576,11.81303006
5,1991,0,11.44571672
6,1880,205,11.67419361
8,1995,466,12.3863087
6,1997,460,12.03765399
6,1926,180,11.53272809
6,1950,288,11.68687877
5,1875,0,11.45105006
6,1977,714,12.18586994
5,1920,495,11.87756858
5,1951,840,11.84222921
5,1976,484,12.19349386
5,1959,0,11.28978191
4,1941,280,11.28978191
5,1928,225,11.91170158
6,1985,403,12.10071213
7,1941,234,12.06968002
7,1926,288,11.66907415
7,1920,324,11.87059991
6,1950,306,11.72803684
5,1959,528,11.91772368
6,1956,470,12.34583459
6,1930,432,11.69940503
7,1965,492,12.21503239
5,1976,528,12.29225034
5,1965,502,12.10015642
7,2007,626,12.34583459
8,2007,830,12.36788533
6,1974,540,12.1281111
6,1978,440,11.8913619
6,1954,924,12.31940133
5,1968,450,11.76756768
4,1969,400,11.59872694
5,1978,588,12.17561344
7,2009,644,12.35952308
8,2008,776,12.41044104
6,2000,472,12.06104687
6,1935,540,12.36734079
6,1977,358,12.04941884
6,1958,433,12.00150548
7,2006,625,12.05466819
5,1946,0,12.20856953
6,1932,360,12.38421883
8,1992,541,12.56024446
5,1984,264,11.69107165
6,1926,210,11.65268741
5,1921,186,11.95053503
5,1954,0,11.44035477
7,1990,693,12.4292162
8,2008,482,12.88029182
5,1920,720,11.69524702
5,1963,995,12.13725833
5,1924,392,11.56076279
3,1900,420,11.46163217
8,1994,757,12.47609978
7,2002,493,12.18075484
7,1999,442,12.14950229
4,1961,1356,12.03171926
8,1999,492,12.06681058
5,1925,250,11.73606902
6,1999,402,12.01370075
6,1969,299,11.97035031
6,2005,400,12.07823927
7,2006,660,12.29778545
7,1916,225,11.87756858
7,2001,573,12.08953883
4,1963,459,11.90496755
4,1970,280,11.66177641
7,1998,546,12.19551713
5,1925,216,11.66992921
7,2000,451,12.26904744
5,1975,495,11.94145585
7,1990,701,12.51318963
4,1966,384,11.58058411
6,2003,544,12.20607265
5,1962,506,11.8493977
8,2006,500,12.5776362
6,1992,462,12.14950229
8,1988,492,12.00762171
4,1941,234,11.6351431
4,1965,364,11.88448902
5,1962,300,11.80931948
5,1966,384,11.73606902
6,1978,539,11.62625415
8,2009,552,12.34346657
4,1947,0,11.29601246
6,1971,0,11.42409425
5,1964,288,11.65268741
5,1968,322,11.80559508
6,1949,315,11.87059991
5,1951,528,11.83428406
7,2004,388,12.12269104
6,1958,264,11.88448902
6,2007,668,12.27373129
5,1965,576,11.89818787
9,2008,1052,12.8139179
5,1960,404,11.75194237
5,1977,600,12.15477935
5,1962,540,11.79433792
4,1962,462,11.53076538
5,1959,531,11.86358234
5,1911,0,11.77528973
5,1914,180,11.84141593
7,2003,474,12.07539432
7,2004,434,12.18075484
6,2005,484,11.86709728
8,2006,472,12.49087558
7,2003,543,12.32341114
7,2007,954,12.42250573
7,1974,528,12.04355372
8,1929,400,12.34583459
6,1984,477,12.08953883
7,2005,615,12.13618652
6,1976,888,12.04296531
6,1917,396,11.77143616
5,1950,276,11.68687877
7,1968,522,12.4049235
7,2003,478,12.05379521
5,1968,288,11.77528973
7,1974,518,12.59133505
7,2003,397,12.01612206
6,1931,560,11.75587164
8,1994,691,12.6165253
5,1922,0,11.51192496
7,2005,400,12.15477935
6,1969,460,11.92503512
6,1999,502,12.10625231
5,1956,338,11.76679219
4,1957,304,11.99226042
6,1919,520,12.10348606
6,1998,511,12.10625231
7,1999,506,12.12214741
7,1910,308,11.71177632
9,2008,746,12.84397135
8,1935,1014,12.85055465
5,1958,315,11.87756858
7,1979,586,12.46843691
6,1968,462,12.13215696
5,1965,288,11.8277362
6,1959,312,12.08390501
5,1910,552,11.84222921
5,1948,400,11.8277362
6,1972,497,11.99535161
6,1967,480,12.19551713
8,2002,577,12.37581542
7,2002,544,12.3327053
7,1990,484,12.10071213
5,1977,484,11.92171836
6,1971,0,11.84222921
6,1919,336,12.03765399
6,1939,280,11.79433792
6,1963,528,11.87059991
5,1964,390,12.15477935
8,2000,499,12.53537639
8,2006,753,12.54610995
5,1964,484,12.10348606
5,1972,264,11.69107165
5,1892,432,11.58524613
7,1976,528,12.00089179
5,1955,572,11.65268741
5,1968,288,11.8386256
5,1963,525,11.9511804
6,2005,525,11.8493977
10,2008,1418,11.98292909
5,1959,305,11.94470788
7,1999,490,12.32385568
6,1942,213,12.08672589
8,1994,844,12.5776362
7,2005,834,12.35449265
7,2004,380,11.77528973
9,2006,840,12.69158046
7,2005,474,12.21849517
5,1994,480,11.83500896
5,1948,528,11.89818787
6,1991,496,12.09625778
7,1959,567,12.72188581
7,2005,508,12.22096126
8,1990,750,12.6181823
9,1999,779,12.71640215
4,1954,280,11.68687877
6,1969,576,12.23999086
8,2008,860,12.59640043
7,2006,466,12.24961095
8,2001,748,12.52452638
4,1954,248,11.61728548
6,1957,442,11.96081129
7,1992,564,12.15477935
4,1940,0,11.32055357
8,2006,895,11.89818787
3,1931,0,11.27720313
5,1982,264,11.77912851
6,1920,520,12.45293272
7,1998,462,12.08107616
8,2006,825,12.3327053
5,1976,576,11.79433792
4,1938,288,11.51292546
5,1938,297,11.74006104
5,1970,440,11.73606902
6,1977,630,12.03112384
5,1973,506,11.81303006
7,2002,492,12.20607265
5,1972,288,11.76368418
4,1971,480,11.71993963
6,2003,576,11.9511804
8,2002,647,12.33929149
6,1928,342,12.08390501
7,2006,440,11.95655303
4,1920,308,11.59450545
7,1968,508,12.47800636
8,2006,712,12.55483688
7,1998,514,12.27839331
8,1872,0,11.71177632
5,1969,968,12.20607265
6,1962,490,12.04941884
6,1937,624,11.81228904
7,2000,839,12.36734079
7,1968,487,12.04355372
5,1966,264,11.60823564
5,1971,500,11.91772368
6,2000,440,12.08672589
9,2004,770,12.66032792
5,1921,621,12.14950229
7,2005,430,12.46843691
4,1920,368,11.56076279
6,2006,432,11.96356787
7,2005,480,11.87862358
7,2000,663,12.28303369
7,1999,588,12.17044547
5,1977,336,11.75194237
6,2003,420,11.87756858
8,2003,502,12.35449265
4,1920,338,11.56171563
6,1955,377,12.01672647
7,1998,583,12.52197768
7,2005,936,12.4292162
8,2007,722,12.38421883
6,1930,160,11.41861479
5,1941,660,11.66992921
6,1973,264,11.32659589
5,2006,400,12.02873863
6,1970,550,12.3779229
7,1920,576,11.96400108
5,1918,576,11.62625415
6,1939,280,11.56171563
4,1922,240,11.74006104
7,1978,564,12.4292162
6,1916,216,11.82041016
9,2006,758,12.84132585
6,1941,440,11.7829526
7,2000,541,12.36734079
5,1967,792,11.72803684
5,1967,288,11.71993963
6,1905,672,12.00150548
7,2006,648,12.41543365
8,2005,642,12.54686767
5,1948,572,11.98292909
5,1920,180,11.8313792
5,1950,240,11.83500896
6,1925,216,11.83101549
6,1929,208,11.69524702
6,2004,398,12.17044547
7,2006,662,12.17498953
8,2007,754,12.55292652
3,1915,936,11.56171563
8,2004,482,12.52452638
5,1972,396,11.79810441
5,1985,0,11.62625415
4,1910,528,11.74006104
7,1986,542,12.27839331
7,2001,622,12.34583459
6,1950,271,11.8493977
4,1949,420,11.40756495
8,2005,620,12.45683136
6,1923,370,12.24047407
7,2007,660,12.07767093
4,1885,560,11.71586631
8,1998,1069,12.7367009
5,1963,336,11.72803684
6,1969,540,12.31492705
6,1968,776,12.10015642
6,1977,440,11.75587164
6,2003,420,11.82407989
6,1966,432,12.52441728
5,1958,484,11.87756858
6,1959,528,11.86358234
7,1994,525,12.5098741
5,1945,288,11.8493977
5,1940,240,11.68687877
6,1981,467,12.11669483
5,2005,372,12.16597955
6,1976,440,11.87583096
6,2000,451,12.13618652
5,1977,484,11.98292909
6,1962,462,12.06681058
4,1971,528,11.69940503
8,2008,774,12.88567095
6,1957,923,11.91638857
7,1979,550,12.19095901
6,1922,672,12.16002871
6,2004,420,11.91371298
10,2008,812,12.64432758
6,1916,192,11.70354582
7,2004,626,12.09848743
6,1966,240,11.76756768
5,1962,312,11.9697172
8,1995,556,12.3883942
4,1910,384,11.62625415
5,1970,0,11.42954386
5,1974,0,11.82041016
8,2008,840,12.56755103
5,2005,525,11.88448902
5,2006,0,11.34450681
7,2004,400,12.1281111
6,1999,460,12.07254125
6,1978,500,12.25486281
7,1941,252,12.49312952
5,1950,240,11.86446223
5,1965,276,11.90158345
