,MSSubClass,LotArea,LotShape,Neighborhood,NeighborhoodN,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,SalePrice
367,20,9500,IR1,NAmes,11,1Story,6,1963,1963,247,TA,CBlock,Gd,BLQ,609,785,1394,Gd,1394,0,1394,1,1,1,TA,6,1,Gd,1963,RFn,514,11.97665948
368,80,9150,IR1,NAmes,11,SLvl,6,1962,1962,305,TA,CBlock,Gd,GLQ,371,728,1099,Gd,1431,0,1431,0,1,0,TA,6,1,Gd,1962,RFn,296,12.01370075
369,20,7800,Reg,NAmes,11,1Story,5,1954,1954,200,TA,PConc,TA,LwQ,540,728,1268,Gd,1268,0,1268,0,1,0,TA,7,1,Gd,1954,Fin,244,11.7905572
370,20,9830,IR1,NAmes,11,1Story,5,1959,2006,0,TA,CBlock,TA,ALQ,72,733,1063,Ex,1287,0,1287,1,1,0,Gd,7,1,Gd,1997,Fin,576,11.99535161
371,60,8121,IR1,Gilbert,19,2Story,6,2000,2000,0,TA,PConc,Gd,Unf,0,953,953,Ex,953,711,1664,0,2,1,TA,7,1,TA,2000,RFn,460,12.05757264
372,50,17120,Reg,ClearCr,15,1.5Fin,4,1959,1959,0,TA,CBlock,NA,NA,0,0,0,TA,1120,468,1588,0,2,0,TA,7,1,Gd,1991,Fin,680,11.80881377
373,120,7175,Reg,SawyerW,16,1Story,6,1984,1984,0,TA,CBlock,Gd,ALQ,623,0,744,TA,752,0,752,1,1,0,TA,4,0,NA,1984,Unf,264,11.73606902
374,20,10634,Reg,NAmes,11,1Story,5,1953,1953,0,TA,PConc,TA,BLQ,428,0,608,TA,1319,0,1319,1,1,0,TA,5,0,NA,1953,Unf,270,11.71993963
375,60,8200,Reg,CollgCr,1,2Story,7,2003,2004,0,Gd,PConc,Gd,Unf,0,847,847,Ex,847,1081,1928,0,2,1,Gd,8,1,Gd,2003,Fin,434,12.29910751
377,85,8846,IR1,CollgCr,1,SFoyer,5,1996,1996,0,Gd,PConc,Gd,GLQ,298,572,870,Ex,914,0,914,0,1,0,TA,5,0,NA,1998,Unf,576,11.90496755
378,60,11143,IR1,Somerst,5,2Story,8,2004,2005,0,Gd,PConc,Gd,Unf,0,1580,1580,Ex,1580,886,2466,0,3,0,Gd,8,1,Gd,2004,RFn,610,12.7367009
379,20,11394,Reg,StoneBr,21,1Story,9,2010,2010,350,Gd,PConc,Ex,GLQ,1445,411,1856,Ex,1856,0,1856,1,1,1,Ex,8,1,Ex,2010,Fin,834,12.88520203
380,60,8123,IR1,Gilbert,19,2Story,6,2000,2000,16,TA,PConc,Gd,Unf,0,982,982,Ex,1007,793,1800,0,2,1,TA,7,1,TA,2000,Fin,463,12.09514108
381,50,5000,Reg,SWISU,24,1.5Fin,5,1924,1950,0,TA,BrkTil,TA,LwQ,218,808,1026,TA,1026,665,1691,0,2,0,Gd,6,1,Gd,1924,Unf,308,11.75194237
382,20,7200,Reg,Somerst,5,1Story,7,2006,2006,0,Gd,PConc,Gd,Unf,0,1293,1293,Ex,1301,0,1301,1,2,0,Gd,5,1,Gd,2006,RFn,572,12.14286657
383,60,9245,IR1,CollgCr,1,2Story,7,2006,2006,0,Gd,PConc,Gd,Unf,0,939,939,Ex,939,858,1797,0,2,1,Gd,8,0,NA,2006,RFn,639,12.27139211
385,60,53107,IR2,ClearCr,15,2Story,6,1992,1992,0,Gd,PConc,Gd,GLQ,985,595,1580,Ex,1079,874,1953,1,2,1,Gd,9,1,Fa,1992,Fin,501,12.3883942
386,120,3182,Reg,Blmngtn,22,1Story,8,2004,2005,16,Gd,PConc,Gd,GLQ,24,1232,1256,Ex,1269,0,1269,0,2,0,Gd,6,1,TA,2004,Fin,430,12.16525065
387,50,8410,Reg,Edwards,18,1.5Fin,5,1910,1996,0,TA,PConc,TA,Unf,0,658,658,TA,658,526,1184,0,1,0,TA,8,0,NA,NA,NA,0,11.30220443
388,80,7200,Reg,Edwards,18,SLvl,6,1976,1976,255,TA,CBlock,TA,ALQ,631,410,1041,Ex,1125,0,1125,1,1,0,TA,6,1,Fa,1977,Unf,352,11.73606902
389,20,9382,IR1,CollgCr,1,1Story,7,1999,2000,125,Gd,PConc,Gd,Unf,0,1468,1468,Ex,1479,0,1479,0,2,0,Gd,6,0,NA,1999,RFn,577,12.16002871
391,50,8405,Reg,Edwards,18,1.5Fin,5,1900,1950,0,TA,BrkTil,TA,Rec,241,229,861,Ex,961,406,1367,1,1,0,TA,7,0,NA,1978,Unf,384,11.68687877
392,60,12209,IR1,Mitchel,4,2Story,6,2001,2002,0,TA,PConc,Ex,ALQ,690,114,804,Ex,804,1157,1961,1,2,1,Gd,7,1,TA,2001,Fin,560,12.27839331
393,20,8339,IR1,NAmes,11,1Story,5,1959,1959,0,TA,Slab,NA,NA,0,0,0,TA,882,0,882,0,1,0,TA,5,0,NA,1959,RFn,294,11.57590026
394,30,7446,Reg,BrkSide,8,1Story,4,1941,1950,0,TA,CBlock,TA,Rec,266,522,788,TA,788,0,788,0,1,0,TA,4,1,TA,NA,NA,0,11.51292546
395,50,10134,Reg,OldTown,7,1.5Fin,5,1940,1950,0,TA,CBlock,TA,Unf,0,735,735,Gd,735,299,1034,0,1,0,TA,5,0,NA,1940,Unf,240,11.59910316
396,20,9571,Reg,Edwards,18,1Story,5,1956,1956,0,TA,CBlock,TA,BLQ,739,405,1144,TA,1144,0,1144,1,1,0,TA,6,0,NA,1956,Unf,596,11.76756768
397,20,7200,Reg,CollgCr,1,1Story,5,1972,1972,0,TA,CBlock,TA,Rec,777,117,894,TA,894,0,894,0,1,0,TA,6,0,NA,1985,RFn,600,11.71993963
398,60,7590,Reg,NAmes,11,2Story,5,1962,1962,288,TA,CBlock,TA,ALQ,540,324,864,TA,876,936,1812,0,2,0,TA,8,1,TA,1962,RFn,264,12.04060821
400,60,8125,Reg,Somerst,5,2Story,7,2006,2007,100,Gd,PConc,Gd,GLQ,812,280,1092,Ex,1112,438,1550,1,2,0,Gd,7,0,NA,2007,Fin,438,12.39255221
401,120,14963,IR2,Veenker,2,1Story,8,1996,1996,0,Gd,PConc,Gd,GLQ,786,474,1260,Ex,1288,0,1288,1,1,1,Ex,4,1,Gd,1996,Fin,500,12.41105223
402,20,8767,IR1,CollgCr,1,1Story,7,2005,2005,0,Gd,PConc,Gd,GLQ,24,1286,1310,Ex,1310,0,1310,0,2,0,Gd,6,1,Gd,2005,Fin,400,12.01364014
403,30,10200,Reg,Sawyer,9,1Story,5,1940,1997,0,TA,PConc,TA,Unf,0,672,672,Ex,672,0,672,0,1,0,TA,4,0,NA,1940,Unf,240,11.58988651
404,60,12090,Reg,NoRidge,3,2Story,8,1998,1998,650,Gd,PConc,Gd,Unf,0,1141,1141,Gd,1165,1098,2263,0,2,1,Gd,10,1,TA,1998,Fin,420,12.46071486
405,60,10364,IR1,Gilbert,19,2Story,6,1995,1996,0,TA,PConc,Gd,Unf,0,806,806,Gd,806,766,1572,0,2,1,TA,7,1,TA,1995,Fin,373,12.03171926
406,20,9991,IR1,Sawyer,9,1Story,4,1976,1993,0,TA,CBlock,TA,BLQ,1116,165,1281,Ex,1620,0,1620,1,2,0,TA,8,1,TA,1993,Unf,490,11.91839057
407,50,10480,Reg,SWISU,24,1.5Fin,6,1936,1950,0,TA,BrkTil,TA,Unf,0,1064,1064,Ex,1166,0,1639,0,1,0,TA,6,0,NA,1936,Unf,240,11.65268741
408,70,15576,Reg,Crawfor,3,2Story,6,1915,1976,0,TA,BrkTil,Gd,Unf,0,840,840,Ex,840,840,1680,0,2,0,TA,8,0,NA,1960,Unf,308,12.08390501
409,60,14154,Reg,NridgHt,10,2Story,7,2006,2006,350,Gd,PConc,Ex,Unf,0,1063,1063,Ex,1071,1101,2172,0,2,1,Gd,9,1,Gd,2006,RFn,947,12.54254488
410,60,10800,Reg,Somerst,5,2Story,8,2007,2008,100,Gd,PConc,Ex,GLQ,789,245,1034,Ex,1050,1028,2078,1,2,1,Ex,8,1,Gd,2008,Fin,836,12.73596533
412,190,34650,Reg,Gilbert,19,1Story,5,1955,1955,0,TA,CBlock,TA,Rec,1056,0,1056,TA,1056,0,1056,1,1,0,TA,5,0,NA,1955,Fin,572,11.88448902
413,20,4403,IR2,Somerst,5,1Story,7,2009,2009,432,Ex,PConc,Ex,GLQ,578,892,1470,Ex,1478,0,1478,1,2,1,Gd,7,1,Gd,2009,Fin,484,12.31043266
414,30,8960,Reg,OldTown,7,1Story,5,1927,1950,0,TA,CBlock,TA,Unf,0,1008,1008,Gd,1028,0,1028,0,1,0,TA,5,1,Gd,1927,Unf,360,11.65268741
415,60,11228,IR2,SawyerW,16,2Story,7,1993,1993,0,Gd,PConc,Gd,BLQ,50,499,1080,Ex,1080,1017,2097,0,2,1,Gd,9,1,TA,1993,Unf,678,12.33710091
416,20,8899,IR1,Gilbert,19,1Story,7,2007,2007,0,Gd,PConc,Gd,GLQ,24,1316,1340,Ex,1340,0,1340,0,2,0,Gd,6,0,NA,2007,Fin,396,12.10699237
417,60,7844,Reg,Sawyer,9,2Story,6,1978,1978,203,TA,CBlock,TA,ALQ,209,463,672,TA,672,728,1400,0,1,1,TA,6,1,TA,1978,Fin,440,11.91505167
418,70,22420,IR1,Crawfor,3,2Story,6,1918,1950,0,TA,BrkTil,Gd,BLQ,1128,242,1370,TA,1370,1254,2624,1,2,1,TA,10,1,Gd,1918,Unf,864,12.38421883
419,50,8160,Reg,Edwards,18,1.5Fin,5,1940,1950,0,TA,BrkTil,TA,ALQ,312,444,756,Fa,756,378,1134,1,1,1,TA,7,0,NA,1940,Unf,240,11.74403719
420,20,8450,Reg,NAmes,11,1Story,5,1968,1968,0,TA,CBlock,TA,BLQ,775,281,1056,Ex,1056,0,1056,1,1,0,TA,6,1,Fa,1968,Unf,304,11.86358234
421,90,7060,Reg,Mitchel,4,SFoyer,7,1997,1998,200,TA,PConc,Gd,GLQ,1309,35,1344,Ex,1344,0,1344,2,2,0,TA,8,0,NA,1997,Fin,784,12.2370867
422,20,16635,IR1,NWAmes,6,1Story,6,1977,2000,126,Gd,CBlock,Gd,ALQ,1246,356,1602,Gd,1602,0,1602,0,2,0,Gd,8,1,TA,1977,Fin,529,12.27839331
423,20,21750,Reg,Mitchel,4,1Story,5,1954,1954,0,TA,CBlock,TA,Unf,0,988,988,Ex,988,0,988,0,1,0,TA,4,0,NA,1954,RFn,520,11.6351431
424,60,9200,Reg,NoRidge,3,2Story,8,1998,1998,473,Gd,PConc,Gd,GLQ,986,484,1470,Gd,1470,1160,2630,1,2,1,Gd,8,1,TA,1998,Fin,696,12.66032792
425,20,9000,Reg,NAmes,11,1Story,6,1956,1956,74,TA,CBlock,Gd,LwQ,616,580,1196,Gd,1196,0,1196,1,1,0,TA,6,1,Gd,1956,RFn,297,11.84222921
426,60,3378,Reg,OldTown,7,2Story,7,1946,1992,0,TA,CBlock,TA,Unf,0,651,651,Gd,707,682,1389,0,1,1,TA,6,1,Gd,1947,Unf,240,11.81303006
427,80,12800,Reg,SawyerW,16,SLvl,7,1989,1989,145,Gd,PConc,Gd,GLQ,1518,0,1518,Gd,1644,0,1644,1,2,0,Gd,5,1,TA,1989,Fin,569,12.52452638
428,20,8593,IR1,NAmes,11,1Story,4,1957,1957,0,TA,CBlock,TA,Rec,288,619,907,Ex,907,0,907,0,1,0,TA,5,0,NA,1964,Unf,352,11.59917655
429,20,6762,Reg,CollgCr,1,1Story,7,2007,2007,108,Gd,PConc,Gd,GLQ,664,544,1208,Ex,1208,0,1208,1,2,0,Gd,6,0,NA,2007,RFn,628,12.18280402
430,20,11457,IR1,Timber,17,1Story,6,1988,1988,0,TA,CBlock,Gd,GLQ,1005,387,1392,TA,1412,0,1412,1,2,0,Gd,6,1,TA,1988,Unf,576,12.07254125
431,160,1680,Reg,BrDale,23,2Story,6,1971,1971,232,TA,CBlock,TA,ALQ,387,96,483,TA,483,504,987,0,1,1,TA,4,0,NA,1971,Unf,264,11.35510138
432,50,5586,IR1,OldTown,7,1.5Fin,6,1920,1998,0,TA,BrkTil,TA,Unf,0,901,901,Gd,1088,110,1198,0,1,0,TA,7,0,NA,NA,NA,0,11.28853113
433,160,1920,Reg,BrDale,23,2Story,5,1971,1971,376,TA,CBlock,TA,ALQ,471,294,765,Ex,765,600,1365,1,1,1,TA,6,0,NA,1971,Unf,440,11.71586631
434,60,10839,IR1,Gilbert,19,2Story,6,1997,1998,0,TA,PConc,Gd,Unf,0,926,926,Ex,926,678,1604,0,2,1,TA,7,1,TA,1997,Fin,470,12.10625231
435,180,1890,Reg,MeadowV,14,SFoyer,4,1972,1972,0,TA,CBlock,Gd,ALQ,495,135,630,Gd,630,0,630,1,1,0,TA,3,0,NA,NA,NA,0,11.30220443
436,60,10667,IR2,CollgCr,1,2Story,7,1996,1996,0,Gd,PConc,Gd,GLQ,385,70,799,Ex,827,834,1661,1,2,1,Gd,6,1,TA,1996,RFn,550,12.26434155
437,50,4400,Reg,OldTown,7,1.5Fin,6,1920,1950,0,TA,BrkTil,Fa,Unf,0,648,648,TA,734,384,1118,0,1,0,TA,6,0,NA,1990,Unf,440,11.66134547
438,45,6000,Reg,BrkSide,8,1.5Unf,6,1926,2004,0,Gd,PConc,TA,Unf,0,884,884,Gd,904,0,904,0,1,0,TA,4,0,NA,1926,Unf,180,11.68687877
439,30,4280,Reg,Crawfor,3,1Story,5,1913,2002,0,TA,PConc,TA,LwQ,365,75,440,TA,694,0,694,0,1,0,Gd,4,1,Gd,1990,Unf,352,11.4114463
440,50,12354,Reg,Edwards,18,1.5Fin,6,1920,2000,0,TA,BrkTil,TA,Unf,0,684,684,Gd,684,512,1196,0,1,0,Gd,7,0,NA,2005,Unf,528,11.60823564
442,90,12108,Reg,Edwards,18,1Story,4,1955,1955,270,TA,CBlock,TA,ALQ,133,1307,1440,TA,1440,0,1440,0,2,0,Fa,8,0,NA,NA,NA,0,11.6784399
443,50,6240,Reg,BrkSide,8,1.5Fin,5,1930,1992,0,TA,PConc,TA,Unf,0,1078,1078,TA,1128,445,1573,0,2,0,TA,8,1,Gd,1930,Unf,360,12.00089179
444,120,3922,Reg,Blmngtn,22,1Story,7,2006,2007,72,Gd,PConc,Ex,Unf,0,1258,1258,Ex,1258,0,1258,0,2,0,Gd,6,1,Gd,2007,Fin,648,12.05815252
445,60,8750,Reg,CollgCr,1,2Story,7,1994,1995,0,Gd,PConc,Gd,GLQ,642,273,915,Ex,933,975,1908,1,2,1,Gd,8,1,TA,1994,Unf,493,12.25486281
446,20,9855,Reg,Edwards,18,1Story,6,1956,1956,0,TA,CBlock,TA,Unf,0,1436,1436,Fa,1689,0,1689,0,1,0,TA,7,1,Gd,1956,Unf,480,11.75587164
447,20,16492,IR1,NAmes,11,1Story,6,1966,2002,0,Gd,CBlock,TA,ALQ,247,557,1517,Ex,1888,0,1888,0,2,1,Gd,6,1,Gd,1966,Fin,578,12.15477935
448,60,11214,IR1,Gilbert,19,2Story,7,1998,1999,0,Gd,PConc,Gd,Unf,0,930,930,Gd,956,930,1886,0,2,1,Gd,10,1,TA,1998,Fin,431,12.20557252
449,50,8600,Reg,IDOTRR,13,1.5Fin,6,1937,1950,0,TA,BrkTil,TA,Unf,0,780,780,TA,780,596,1376,0,2,0,TA,7,1,Gd,1937,Unf,198,11.69107165
450,50,6000,Reg,OldTown,7,1.5Fin,3,1948,2002,0,TA,CBlock,TA,ALQ,331,318,649,Ex,679,504,1183,0,1,1,TA,6,0,NA,1981,Unf,308,11.69524702
451,30,5684,Reg,OldTown,7,1Story,6,1930,2005,0,TA,BrkTil,TA,Unf,0,813,813,Ex,813,0,813,0,1,0,Gd,5,0,NA,1932,Unf,270,11.60823564
452,20,70761,IR1,ClearCr,15,1Story,7,1975,1975,0,TA,CBlock,Gd,ALQ,655,878,1533,TA,1533,0,1533,1,2,0,Gd,5,1,TA,1975,Unf,576,12.54254488
453,60,9303,IR1,Timber,17,2Story,6,1996,1997,42,Gd,PConc,Ex,ALQ,742,130,872,Ex,888,868,1756,1,2,1,TA,7,0,NA,1996,Fin,422,12.22587527
454,60,9000,Reg,Somerst,5,2Story,8,2008,2008,0,Gd,PConc,Gd,Unf,0,768,768,Ex,786,804,1590,0,2,1,Gd,6,0,NA,2008,RFn,676,12.25486281
455,90,9297,Reg,Mitchel,4,1Story,5,1976,1976,0,TA,CBlock,TA,ALQ,1606,122,1728,TA,1728,0,1728,2,2,0,TA,8,0,NA,1976,Unf,560,12.14419724
456,20,9600,Reg,NWAmes,6,1Story,7,1973,1973,320,TA,CBlock,TA,ALQ,916,326,1242,Fa,1242,0,1242,0,1,1,TA,6,1,TA,1973,Unf,528,12.07539432
457,70,4571,Reg,OldTown,7,2Story,5,1916,1950,0,TA,BrkTil,TA,Unf,0,624,624,Fa,624,720,1344,0,1,0,TA,7,0,NA,1916,Unf,513,11.49272276
458,20,53227,IR1,ClearCr,15,1Story,4,1954,1994,0,TA,CBlock,Gd,BLQ,1116,248,1364,Ex,1663,0,1663,1,1,0,Gd,6,1,Gd,1954,Fin,529,12.45293272
459,70,5100,Reg,OldTown,7,2Story,8,1925,1996,0,TA,PConc,TA,Unf,0,588,588,Fa,833,833,1666,0,1,0,Gd,7,1,Gd,1925,Unf,228,11.98915964
460,50,7015,IR1,BrkSide,8,1.5Fin,5,1950,1950,161,TA,CBlock,TA,LwQ,185,524,709,TA,979,224,1203,1,1,0,Gd,5,1,TA,1950,Unf,352,11.60823564
461,60,8004,IR1,Somerst,5,2Story,8,2009,2009,110,Gd,PConc,Gd,GLQ,544,288,832,Ex,832,1103,1935,1,2,1,TA,8,0,NA,2009,Fin,552,12.48156194
462,70,7200,Reg,SWISU,24,2Story,7,1936,2007,0,Gd,PConc,Gd,ALQ,350,0,560,Ex,575,560,1135,1,1,0,Gd,6,0,NA,1971,RFn,576,11.9511804
464,70,11988,IR1,Crawfor,3,2Story,6,1934,1995,0,TA,CBlock,TA,LwQ,326,389,715,Fa,849,811,1660,0,1,1,TA,6,1,Gd,1939,Unf,240,12.14791373
465,20,8430,Reg,CollgCr,1,1Story,5,1978,1978,136,TA,CBlock,Gd,Rec,616,424,1040,TA,1040,0,1040,0,2,0,TA,5,0,NA,NA,NA,0,11.72803684
466,120,3072,Reg,Blmngtn,22,1Story,7,2004,2004,18,Gd,PConc,Gd,Unf,0,1375,1375,Ex,1414,0,1414,0,2,0,Gd,6,1,TA,2004,Fin,398,12.09368751
467,20,10628,Reg,NAmes,11,1Story,7,1970,1970,0,TA,CBlock,TA,GLQ,778,499,1277,TA,1277,0,1277,1,1,0,TA,5,1,Po,1970,Unf,526,12.02574909
468,70,9480,Reg,NAmes,11,2Story,5,1942,1995,224,TA,CBlock,TA,LwQ,386,342,728,Ex,888,756,1644,0,1,1,Gd,7,1,Gd,1942,Unf,312,11.89478071
469,20,11428,IR1,NridgHt,10,1Story,8,2006,2006,248,Gd,PConc,Gd,Unf,0,1626,1626,Ex,1634,0,1634,0,2,0,Gd,7,1,Gd,2006,RFn,866,12.4292162
470,60,9291,IR1,SawyerW,16,2Story,6,1993,1993,120,Gd,PConc,Gd,GLQ,426,406,832,Ex,832,878,1710,0,2,1,Gd,7,0,NA,1993,RFn,506,12.1388639
471,120,6820,IR1,StoneBr,21,1Story,8,1985,1985,0,Gd,PConc,Gd,GLQ,368,0,1488,TA,1502,0,1502,1,1,1,Gd,4,0,NA,1985,RFn,528,12.26434155
472,60,11952,Reg,NWAmes,6,2Story,7,1977,1977,0,TA,CBlock,Gd,Unf,0,808,808,TA,1161,808,1969,0,2,1,TA,8,1,Gd,1977,RFn,534,12.15477935
473,180,3675,Reg,Edwards,18,SLvl,6,2005,2005,80,TA,PConc,Gd,GLQ,459,88,547,Ex,1072,0,1072,1,1,0,TA,5,0,NA,2005,RFn,525,11.90496755
475,120,5330,Reg,StoneBr,21,1Story,8,2000,2000,0,Gd,PConc,Gd,GLQ,1196,298,1494,Ex,1652,0,1652,1,2,0,Ex,6,0,NA,2000,RFn,499,12.43320822
476,20,8480,Reg,Sawyer,9,1Story,5,1963,1963,0,TA,CBlock,TA,GLQ,630,340,970,TA,970,0,970,1,1,0,TA,5,0,NA,1996,Unf,624,11.79433792
477,20,13125,Reg,CollgCr,1,1Story,6,1997,1998,215,TA,PConc,Gd,GLQ,994,484,1478,Ex,1493,0,1493,1,2,0,Gd,7,1,TA,1997,Fin,508,12.24961095
478,60,13693,Reg,NridgHt,10,2Story,9,2006,2006,772,Ex,PConc,Gd,Unf,0,2153,2153,Ex,2069,574,2643,0,2,1,Ex,9,1,Gd,2006,Fin,694,12.84792653
479,20,10637,Reg,CollgCr,1,1Story,8,2007,2008,336,Gd,PConc,Ex,GLQ,1288,417,1705,Ex,1718,0,1718,1,2,0,Gd,7,1,Gd,2007,RFn,826,12.60148742
480,30,5925,Reg,OldTown,7,1Story,4,1937,2000,435,TA,BrkTil,Fa,Rec,168,739,907,TA,1131,0,1131,0,1,0,TA,7,0,NA,1995,Unf,672,11.40166983
481,20,16033,IR1,NridgHt,10,1Story,9,2004,2005,378,Gd,PConc,Ex,GLQ,1261,572,1833,Ex,1850,0,1850,1,2,0,Gd,8,1,Gd,2004,Fin,772,12.69465266
482,20,11846,IR1,NridgHt,10,1Story,9,2003,2004,562,Gd,PConc,Ex,GLQ,1567,225,1792,Ex,1792,0,1792,1,2,0,Ex,6,1,Gd,2003,Fin,874,12.83201108
483,70,2500,Reg,OldTown,7,2Story,7,1915,2005,0,Gd,PConc,TA,ALQ,299,611,910,Ex,916,910,1826,1,1,1,Ex,7,1,Gd,1915,Unf,164,11.9511804
484,120,4500,Reg,Mitchel,4,1Story,6,1998,1998,116,TA,PConc,Ex,GLQ,897,319,1216,Ex,1216,0,1216,1,2,0,TA,5,0,NA,1998,Unf,402,12.00762171
485,20,7758,IR1,Sawyer,9,1Story,5,1962,2001,0,TA,CBlock,TA,ALQ,588,411,999,Gd,999,0,999,1,1,0,Gd,6,0,NA,1963,Unf,264,11.79433792
486,20,9600,Reg,NAmes,11,1Story,5,1950,2007,0,Gd,CBlock,TA,ALQ,607,506,1113,Gd,1113,0,1113,0,1,0,Gd,5,1,Gd,1950,Unf,264,11.89818787
487,20,10289,Reg,NAmes,11,1Story,5,1965,1965,168,TA,CBlock,TA,ALQ,836,237,1073,TA,1073,0,1073,1,1,1,TA,6,0,NA,1965,RFn,515,11.95761129
488,20,12243,IR1,NWAmes,6,1Story,5,1971,1971,0,TA,CBlock,Gd,ALQ,998,486,1484,Gd,1484,0,1484,0,2,0,TA,7,1,TA,1971,Unf,487,12.07254125
489,190,10800,Reg,OldTown,7,1.5Fin,5,1900,1970,0,TA,CBlock,TA,BLQ,664,290,954,TA,1766,648,2414,0,2,0,TA,10,1,Gd,1970,Unf,520,11.98292909
490,180,1526,Reg,MeadowV,14,SFoyer,4,1970,2002,0,TA,CBlock,Gd,GLQ,515,115,630,TA,630,0,630,1,1,0,Gd,3,0,NA,1970,Unf,286,11.36210258
491,160,2665,Reg,MeadowV,14,2Story,5,1976,1976,0,TA,PConc,Gd,Unf,0,264,264,TA,616,688,1304,0,1,1,TA,4,1,Gd,1976,Fin,336,11.65268741
492,50,9490,Reg,NAmes,11,1.5Fin,6,1941,1950,0,TA,CBlock,TA,BLQ,403,238,806,TA,958,620,1578,1,1,0,Fa,5,1,TA,1941,Unf,240,11.79810441
493,60,15578,IR1,Gilbert,19,2Story,6,2006,2006,0,Gd,PConc,Gd,Unf,0,728,728,Gd,728,728,1456,0,2,1,TA,8,0,NA,2006,RFn,429,12.05980333
494,20,7931,Reg,NAmes,11,1Story,5,1960,1960,0,TA,CBlock,TA,BLQ,374,363,1269,TA,1269,0,1269,0,1,1,TA,6,1,Fa,1964,Unf,308,11.9511804
495,30,5784,Reg,OldTown,7,1Story,5,1938,1996,0,TA,BrkTil,Fa,Unf,0,190,190,Gd,886,0,886,0,1,0,TA,4,0,NA,1938,Unf,273,11.42190607
498,50,9120,Reg,BrkSide,8,1.5Fin,7,1925,1950,0,TA,PConc,TA,Rec,329,697,1026,Ex,1133,687,1820,1,2,0,TA,8,0,NA,1925,Unf,240,12.12269104
499,20,7800,Reg,Sawyer,9,1Story,5,1967,2004,89,TA,PConc,TA,ALQ,450,414,864,Ex,899,0,899,0,1,0,Gd,5,0,NA,1967,Fin,288,11.77528973
500,20,7535,IR1,NAmes,11,1Story,5,1958,1985,0,TA,CBlock,TA,BLQ,111,522,912,Fa,912,0,912,0,1,0,TA,5,0,NA,1958,Fin,297,11.69524702
501,160,1890,Reg,BrDale,23,2Story,6,1973,1973,285,TA,CBlock,TA,BLQ,356,316,672,TA,672,546,1218,0,1,1,TA,7,0,NA,1973,Unf,264,11.6351431
502,60,9803,Reg,Somerst,5,2Story,7,2005,2005,0,Gd,PConc,Gd,GLQ,400,466,866,Gd,866,902,1768,0,2,1,Gd,7,0,NA,2005,RFn,603,12.33138284
503,20,9170,Reg,Edwards,18,1Story,5,1965,1965,0,TA,CBlock,TA,ALQ,698,420,1214,Ex,1214,0,1214,1,1,0,TA,6,0,NA,1965,Unf,461,11.8493977
504,20,15602,IR1,Crawfor,3,1Story,7,1959,1997,0,TA,CBlock,TA,ALQ,1247,254,1501,TA,1801,0,1801,1,2,0,TA,6,1,TA,1959,Fin,484,12.57418197
505,160,2308,Reg,NPkVill,20,2Story,6,1974,1974,0,TA,CBlock,TA,ALQ,257,103,855,TA,855,467,1322,0,2,1,TA,6,1,Fa,1974,Unf,440,11.89818787
506,90,7596,Reg,OldTown,7,2Story,5,1952,1952,360,TA,CBlock,TA,Unf,0,960,960,Gd,960,1000,1960,0,2,0,TA,10,0,NA,1952,Unf,400,11.73206099
507,60,9554,IR1,SawyerW,16,2Story,8,1993,1994,125,Gd,PConc,Gd,GLQ,380,397,777,Ex,1065,846,1911,0,2,1,Gd,8,1,TA,1993,RFn,471,12.27839331
508,20,7862,IR1,Somerst,5,1Story,6,2009,2009,0,Gd,PConc,Gd,GLQ,27,1191,1218,Ex,1218,0,1218,0,2,0,Gd,4,0,NA,2009,Fin,676,12.24673463
509,70,9600,Reg,OldTown,7,2Story,7,1928,2005,0,TA,BrkTil,TA,Rec,141,548,689,Ex,689,689,1378,0,2,0,Gd,7,1,Gd,1928,Unf,360,11.98915964
510,20,9600,Reg,NAmes,11,1Story,5,1959,1959,132,TA,CBlock,TA,ALQ,991,50,1041,Ex,1041,0,1041,1,1,0,TA,6,0,NA,1959,RFn,270,11.73206099
511,20,14559,Reg,NAmes,11,1Story,5,1951,2000,70,Gd,CBlock,TA,BLQ,650,178,1008,Ex,1363,0,1363,1,1,0,TA,6,1,TA,1951,Unf,288,12.01309451
512,120,6792,IR1,NridgHt,10,1Story,7,2005,2006,94,Gd,PConc,Gd,Unf,0,1368,1368,Ex,1368,0,1368,0,2,0,Gd,6,1,Gd,2005,RFn,474,12.21930965
513,20,9100,Reg,NAmes,11,1Story,5,1958,1958,0,TA,CBlock,TA,BLQ,521,169,864,TA,864,0,864,1,1,0,TA,5,0,NA,1964,Unf,624,11.7745202
514,20,9187,Reg,Mitchel,4,1Story,6,1983,1983,0,TA,PConc,TA,ALQ,336,748,1084,TA,1080,0,1080,0,1,1,TA,5,0,NA,1983,Unf,484,11.80559508
515,45,10594,Reg,Crawfor,3,1.5Unf,5,1926,1950,0,TA,BrkTil,TA,Unf,0,768,768,Fa,789,0,789,0,1,0,TA,5,0,NA,1926,Unf,200,11.47729829
